18001,4,3,6
0,0,0.7125,0,0,0,0,0,0,0,0,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-2.5884e-10,0,0,0,-1.0343e-06,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-4.1248e-09,0,0,0,-8.2331e-06,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-2.0798e-08,0,0,0,-2.7648e-05,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-6.547e-08,0,0,0,-6.5207e-05,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-1.592e-07,0,0,0,-0.00012672,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-3.2879e-07,0,0,0,-0.00021787,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-6.0667e-07,0,0,0,-0.00034423,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-1.0308e-06,0,0,0,-0.00051124,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-1.6445e-06,0,0,0,-0.00072424,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-2.4963e-06,0,0,0,-0.00098845,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-3.6402e-06,0,0,0,-0.001309,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-5.1347e-06,0,0,0,-0.0016908,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-7.0438e-06,0,0,0,-0.0021388,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-9.4359e-06,0,0,0,-0.0026577,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-1.2384e-05,0,0,0,-0.0032522,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-1.5967e-05,0,0,0,-0.0039269,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-2.0266e-05,0,0,0,-0.0046861,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-2.5369e-05,0,0,0,-0.0055342,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-3.1366e-05,0,0,0,-0.0064754,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-3.8352e-05,0,0,0,-0.0075139,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-4.6427e-05,0,0,0,-0.0086536,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-5.5694e-05,0,0,0,-0.0098984,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-6.626e-05,0,0,0,-0.011252,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-7.8236e-05,0,0,0,-0.012719,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-9.1737e-05,0,0,0,-0.014302,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.00010688,0,0,0,-0.016004,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.00012379,0,0,0,-0.01783,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.00014258,0,0,0,-0.019782,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.00016339,0,0,0,-0.021864,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.00018635,0,0,0,-0.024079,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.0002116,0,0,0,-0.026429,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.00023926,0,0,0,-0.028919,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.00026948,0,0,0,-0.03155,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.0003024,0,0,0,-0.034325,0,3.7,3.7,8,2.4,2.4,3
0,0,0.7125,0,0,0,-0.00033818,0,0,0,-0.037247,0,3.7,3.7,8,2.4,2.4,3
